subnum,group,session,tod,block,trial,targ,foil,studytime,rt,order,resp,corr
312,A,2,2,7,26,1010010101010111100000010,1010010001011111100000010,1006,1004,1,<lshift>,1
312,A,2,2,7,27,0111100001100000001100111,0111100101100000001100101,1005,900,0,<lshift>,0
312,A,2,2,7,28,1010000101110111101000110,1110000101110111100000110,1004,748,0,<rshift>,1
312,A,2,2,7,29,1000101000101001101100101,0000101000101001111100101,1006,886,1,<lshift>,1
312,A,2,2,7,30,0110010111101110000010101,0110010011101110001010101,1005,1155,1,<rshift>,0
312,A,2,2,7,31,0000001000111010001111011,0000001000101110001111011,1006,877,0,<rshift>,1
312,A,2,2,7,32,0111001000011100101101110,0111001000011100101101101,1005,1006,0,<rshift>,1
312,A,2,2,7,33,1111000011110001100010000,0111000011110101100010000,1006,1590,1,<lshift>,1
312,A,2,2,7,34,0110100111100011000010100,0110100011100011000110100,1006,1022,0,<rshift>,1
312,A,2,2,7,35,1110010110111010000000111,1110010010111010000001111,1005,1445,1,<rshift>,0
312,A,3,3,1,1,1110010100011001001110110,1110010100011101001010110,1008,2408,1,<rshift>,0
312,A,3,3,1,2,0110100001011100100111110,0110100001011101100111100,1008,1112,0,<lshift>,0
312,A,3,3,1,3,1110010100110001110010100,1110010100100001110010110,1008,1353,0,<rshift>,1
312,A,3,3,1,4,0010000110100110111011000,0010000110100110011011010,1008,994,1,<rshift>,0
312,A,3,3,1,5,1110000001110100111000001,1100000101110100111000001,1008,861,0,<rshift>,1
312,A,3,3,1,6,0011011110001101001010011,0011011110101101001010010,1007,987,0,<rshift>,1
312,A,3,3,1,7,1010110101100011001010100,1011110101100001001010100,1007,1416,1,<lshift>,1
312,A,3,3,1,8,1110010000101000001011110,1100011000101000001011110,1007,1281,0,<rshift>,1
312,A,3,3,1,9,0101001101010100110101010,0101000101010100110101110,1008,1121,0,<rshift>,1
312,A,3,3,1,10,1011001000110101110110000,1001001100110101110110000,1007,1324,0,<rshift>,1
312,A,3,3,1,11,1010001011100111101100010,1010001001110111101100010,1007,1045,1,<lshift>,1
312,A,3,3,1,12,0000100111100011010110001,0000101111100011010100001,1008,1291,1,<lshift>,1
312,A,3,3,1,13,0110000000101110110101100,0111000000001110110101100,1007,940,1,<rshift>,0
312,A,3,3,1,14,0111011011000000101110001,0111011101000000101110001,1008,1111,1,<rshift>,0
312,A,3,3,1,15,0100000110001010110110011,0100000110001000111110011,1008,1057,0,<rshift>,1
312,A,3,3,1,16,1001011000111100111001010,1001110000111100111001010,1007,1396,1,<lshift>,1
312,A,3,3,1,17,1001110000001011101110011,1000110000101011101110011,1006,974,0,<rshift>,1
312,A,3,3,1,18,0001111100011100000010111,1001101100011100000010111,1008,1055,1,<rshift>,0
312,A,3,3,1,19,0010010111011110010001010,0010011111001110010001010,1008,766,1,<lshift>,1
312,A,3,3,1,20,1000010111011101010001011,1000011111011100010001011,1007,682,1,<rshift>,0
312,A,3,3,1,21,1000101011001010110110000,1000101011001010010110010,1006,679,0,<rshift>,1
312,A,3,3,1,22,1010010101011011011000101,1011010101011011011000100,1007,1115,1,<lshift>,1
312,A,3,3,1,23,1001110001011010001110001,1001110001011001001110001,1008,955,1,<lshift>,1
312,A,3,3,1,24,0110000111000111100100111,0111000111000111100000111,1007,793,0,<rshift>,1
312,A,3,3,1,25,1100010010000111000101110,1100010010000011010101110,1007,914,1,<lshift>,1
312,A,3,3,1,26,0111100100000111100100100,0111000101000111100100100,1008,880,1,<rshift>,0
312,A,3,3,1,27,0100100101101100100110111,0100100101110100100110111,1007,766,1,<lshift>,1
312,A,3,3,1,28,0001001011110100111001000,0001001011110100110001010,1008,563,1,<lshift>,1
312,A,3,3,1,29,1000101000001111000101111,1000101000001111001101011,1008,1117,1,<lshift>,1
312,A,3,3,1,30,0001011101110100011001001,0101011101110000011001001,1008,908,1,<lshift>,1
312,A,3,3,1,31,1001010110111000101101010,1001000110111000101101110,1008,1273,0,<rshift>,1
312,A,3,3,1,32,1100010011100111110000010,1100010011100111111000000,1008,1627,1,<lshift>,1
312,A,3,3,1,33,0010101110000011110110011,0010101110010010110110011,1008,994,0,<rshift>,1
312,A,3,3,1,34,0110010110010001100111100,0100110110010001100111100,1008,571,0,<rshift>,1
312,A,3,3,1,35,0000110101010101111111000,0000110001110101111111000,1008,734,0,<rshift>,1
312,A,4,1,7,1,1011110010000001100011100,1011110010000011100011000,1005,783,0,<rshift>,1
312,A,4,1,7,2,1010000101110110101100101,1010000101100110101101101,1004,991,0,<rshift>,1
312,A,4,1,7,3,0101011010000010111001101,0101111010000010101001101,1005,813,1,<lshift>,1
312,A,4,1,7,4,1010011100011001011110010,1010011100011000011110110,1005,916,0,<rshift>,1
312,A,4,1,7,5,1001010000110101110000011,1001010000110111110000001,1006,924,0,<rshift>,1
312,A,4,1,7,6,1110001100101110100011001,1110001110101110100001001,1006,772,1,<lshift>,1
312,A,4,1,7,7,1100011111111000100001100,1101011111111000100000100,1006,1252,1,<lshift>,1
312,A,4,1,7,8,0111110000101100001010010,0111110000101100101000010,1006,1061,0,<rshift>,1
312,A,4,1,7,9,1000001111111001001000100,1001001111111001001000000,1006,1357,0,<rshift>,1
312,A,4,1,7,10,0011101110010100100001010,0011111110010100100001000,1005,869,1,<lshift>,1
312,A,4,1,7,11,0000100110010111111000011,0000100110010111110100011,1006,691,1,<rshift>,0
312,A,4,1,7,12,1101011101110010100011000,1001011101110010100011010,1005,779,0,<lshift>,0
312,A,4,1,7,13,0100111001011101100111000,0100111001010101100111100,1005,397,1,<lshift>,1
312,A,4,1,7,14,1000111110001010010110000,1010111110001000010110000,1006,477,0,<rshift>,1
312,A,4,1,7,15,1000110101110000011000110,1000110101110000001010110,1006,414,0,<rshift>,1
312,A,4,1,7,16,0100011001000011101101011,0100011001000011101001111,1005,628,1,<rshift>,0
312,A,4,1,7,17,0100111011111010001010100,0100111001111010001010110,1006,498,1,<lshift>,1
312,A,4,1,7,18,0001111010001001110011010,0101111010000001110011010,1004,397,0,<lshift>,0
312,A,4,1,7,19,0101011100011011010100011,1101010100011011010100011,1005,428,0,<rshift>,1
312,A,4,1,7,20,1011101101010100010111000,1011101100010100010111001,1005,427,1,<rshift>,0
312,A,4,1,7,21,0110011001111001010010110,0110011001111000110010110,1005,485,0,<lshift>,0
312,A,4,1,7,22,0110111100000111010010001,0110111100010101010010001,1006,326,1,<lshift>,1
312,A,4,1,7,23,0110001001010000100101111,0110001001010001100101101,1006,1045,1,<lshift>,1
312,A,4,1,7,24,1110110001111110010010000,1110110001110111010010000,1004,660,0,<rshift>,1
312,A,4,1,7,25,0010000110101111101110100,0000001110101111101110100,1006,795,0,<rshift>,1
312,A,4,1,7,26,1110110110010100001110100,1110110110010000001111100,1006,474,1,<rshift>,0
312,A,4,1,7,27,0010001100111100101010110,0010011100111100101000110,1005,693,0,<lshift>,0
312,A,4,1,7,28,1110110001110001100110010,1110110011110001000110010,1005,324,0,<rshift>,1
312,A,4,1,7,29,1001010001101011100001011,1001000001101011100101011,1004,316,0,<rshift>,1
312,A,4,1,7,30,0100111110000010110011100,0110111110000010100011100,1006,302,0,<rshift>,1
312,A,4,1,7,31,0010100010011111001110010,0010100010101111001110010,1006,308,0,<lshift>,0
312,A,4,1,7,32,0001110101001001100101011,0001110101001001010101011,1006,399,1,<rshift>,0
312,A,4,1,7,33,0011111001111010100000000,0011110001111110100000000,1006,317,1,<rshift>,0
312,A,4,1,7,34,0000110111011000010011110,0000111111011000000011110,1005,334,1,<rshift>,0
312,A,4,1,7,35,0001101101000010101110100,0001001101000010111110100,1006,461,0,<lshift>,0
312,A,4,4,2,1,0010010111001010001100011,0010010111000010001101011,1006,19582,0,<rshift>,1
312,A,4,4,2,2,0000011100101101101011101,0001011100001101101011101,1005,1747,0,<rshift>,1
312,A,4,4,2,3,0001111000011100100011101,0001111000011100010011101,1005,1596,1,<lshift>,1
312,A,4,4,2,4,0110010011010011110101100,0110010111010011010101100,1006,1547,1,<lshift>,1
312,A,4,4,2,5,0111001111111010010000100,0111001111111010100000100,1006,1653,0,<rshift>,1
312,A,4,4,2,6,0101011001000110001010011,0101011001010110000010011,1006,1884,0,<rshift>,1
312,A,4,4,2,7,1000001011011011001011100,1000000011011011011011100,1006,1860,0,<rshift>,1
312,A,4,4,2,8,0101000110001100101010011,0101000010001100111010011,1006,1733,1,<lshift>,1
312,A,4,4,2,9,1010100110001000100001111,1011100110001000100000111,1006,1983,0,<rshift>,1
312,A,4,4,2,10,1001111010110000101100101,1101111010110000100100101,1006,1585,1,<lshift>,1
312,A,4,4,2,11,0101011011110100000100010,0101011001110110000100010,1006,1350,1,<lshift>,1
312,A,4,4,2,12,0101111101010011100000110,1101101101010011100000110,1005,2394,0,<rshift>,1
312,A,4,4,2,13,1010011100001011000110110,0010011101001011000110110,1005,1382,1,<lshift>,1
312,A,4,4,2,14,1101001011011000010001100,1001001011011000010101100,1006,5181,1,<lshift>,1
312,A,4,4,2,15,1001110110010000101100001,1001110100010010101100001,1005,2939,1,<lshift>,1
312,A,4,4,2,16,1001100111110010101010000,1101100111010010101010000,1006,3110,1,<lshift>,1
312,A,4,4,2,17,1101001000010111010101110,0101001000011111010101110,1005,1452,0,<rshift>,1
312,A,4,4,2,18,1000000001110011100011101,1001000001110011100010101,1006,1975,1,<lshift>,1
312,A,4,4,2,19,0010010010000001111111101,0010010011000001111110101,1006,2058,0,<rshift>,1
312,A,4,4,2,20,1010111110000000010101110,1010111101000000010101110,1005,1398,0,<rshift>,1
312,A,4,4,2,21,1010001101111010110000110,1010011101011010110000110,1005,1725,1,<lshift>,1
312,A,4,4,2,22,1000010001011110000110011,1000010001010110000110111,1006,2091,1,<lshift>,1
312,A,4,4,2,23,0011011000000111011101110,0011011000001101011101110,1005,1084,0,<rshift>,1
312,A,4,4,2,24,0011100100011100110100101,0011100100011100111100100,1004,1668,1,<lshift>,1
312,A,4,4,2,25,1001100111010110011010001,0001100111010110011010101,1006,3627,0,<rshift>,1
312,A,4,4,2,26,1001011101011011101010000,1001001101011011101010100,1006,1412,0,<lshift>,0
312,A,4,4,2,27,0010011101101010010000011,0010011111001010010000011,1006,684,1,<rshift>,0
312,A,4,4,2,28,0111111100110001100010010,0111101100110011100010010,1005,1421,1,<lshift>,1
312,A,4,4,2,29,0000011011101010101000101,0100011011101000101000101,1006,1133,1,<lshift>,1
312,A,4,4,2,30,0110110000110010101001100,0110010000110010101011100,1006,1773,0,<rshift>,1
312,A,4,4,2,31,0100111110110000100011010,0110111100110000100011010,1006,1462,0,<lshift>,0
312,A,4,4,2,32,1110101100011011000101100,1110100110011011000101100,1005,1068,0,<rshift>,1
312,A,4,4,2,33,0011111000011100100100110,0001111100011100100100110,1005,1844,1,<lshift>,1
312,A,4,4,2,34,0110100000011001101011010,0100100001011001101011010,1006,1422,0,<lshift>,0
312,A,4,4,2,35,1001100001010101110101011,1001101001010101110100011,1005,1397,0,<rshift>,1
312,A,5,2,3,1,0001101000110101010110001,0001101000111101000110001,1007,2433,1,<lshift>,1
312,A,5,2,3,2,1010001001110000111100111,1010001011110000111100110,1008,1584,0,<rshift>,1
312,A,5,2,3,3,1010111101010000100010111,1010111101010100100000111,1007,1420,0,<rshift>,1
312,A,5,2,3,4,0011111010110001010001110,0011111110110000010001110,1007,1284,0,<rshift>,1
312,A,5,2,3,5,0100111001101100101000001,0100111101101000101000001,1008,2617,0,<rshift>,1
312,A,5,2,3,6,0110011001100111111100000,0110011001100101111110000,1008,969,1,<rshift>,0
312,A,5,2,3,7,0111100011100010111010100,0111100011100010110110100,1007,818,1,<rshift>,0
312,A,5,2,3,8,1100100010110110111010100,1100100010110110110011100,1007,580,1,<rshift>,0
312,A,5,2,3,9,1100100010111110000000011,1100100010011111000000011,1007,882,0,<rshift>,1
312,A,5,2,3,10,1111100110111000000000110,1110100110111010000000110,1008,1002,0,<rshift>,1
312,A,5,2,3,11,1001001111010011001001010,1000001111010011001001011,1007,943,1,<rshift>,0
312,A,5,2,3,12,1100011000000111011110101,0100011000000111011111101,1007,932,1,<lshift>,1
312,A,5,2,3,13,1010001001111010001011101,1010001001110010001111101,1007,941,1,<lshift>,1
312,A,5,2,3,14,0010001010110001010111110,0010001010110101010111100,1008,1368,0,<rshift>,1
312,A,5,2,3,15,0000111001000001011110110,0000111001000011011010110,1007,781,0,<rshift>,1
312,A,5,2,3,16,0011011111000110000100100,0011011111000101000100100,1008,809,0,<rshift>,1
312,A,5,2,3,17,0110000100111110011001101,0110001100111010011001101,1007,785,0,<rshift>,1
312,A,5,2,3,18,1101000000000111100101101,1101010000000111000101101,1008,1272,0,<lshift>,0
312,A,5,2,3,19,0010110011000111100010100,0000110011000111100010110,1007,963,0,<lshift>,0
312,A,5,2,3,20,1100101100001001010011011,1110101100001001010011001,1008,664,1,<rshift>,0
312,A,5,2,3,21,0110010110011000001111101,0110110110010000001111101,1007,1119,1,<lshift>,1
312,A,5,2,3,22,1110101000111101010000011,1110101100111001010000011,1008,807,1,<lshift>,1
312,A,5,2,3,23,1001100010110101001111001,1001100010110101000111101,1007,1037,1,<lshift>,1
312,A,5,2,3,24,1101100111001010110000001,1011100111001010110000001,1008,852,0,<lshift>,0
312,A,5,2,3,25,0111100110001101100100001,0111101010001101100100001,1008,1269,1,<lshift>,1
312,A,5,2,3,26,1010010101110011100010110,1010010111110011100000110,1006,1144,1,<lshift>,1
312,A,5,2,3,27,0100111010100010001010110,0100111010010010001010110,1008,1119,0,<lshift>,0
312,A,5,2,3,28,1011110011001100000000111,1001110011001101000000111,1007,818,0,<rshift>,1
312,A,5,2,3,29,1111101000010010010101001,1111101000010100010101001,1008,772,0,<rshift>,1
312,A,5,2,3,30,0001001100011011110101100,0001001100011011110101010,1007,1176,1,<rshift>,0
312,A,5,2,3,31,0100101011111000011010001,0100100011111000011110001,1007,1197,0,<rshift>,1
312,A,5,2,3,32,0010110001100110011011101,0010110001101110011010101,1007,990,1,<lshift>,1
312,A,5,2,3,33,1010100001100010011110110,1010001001100010011110110,1008,1118,0,<rshift>,1
312,A,5,2,3,34,0101010001101010100100011,0101010000111010100100011,1007,1015,1,<lshift>,1
312,A,5,2,3,35,0000000110101001111001011,1000000110101001110001011,1006,1679,0,<rshift>,1
312,A,6,4,7,1,0001100101001111010010001,0000100101101111010010001,1008,377,1,<rshift>,0
312,A,6,4,7,2,0110010011010111100111000,0110010110010111100111000,1007,298,1,<rshift>,0
312,A,6,4,7,3,1101000010110010111001001,1101000010010010111001101,1009,885,0,<lshift>,0
312,A,6,4,7,4,0011000101111100010101110,0011001101011100010101110,1008,1101,0,<rshift>,1
312,A,6,4,7,5,1101110110010001011101000,1101110110010000111101000,1009,768,1,<rshift>,0
312,A,6,4,7,6,1100001010101110100101100,1100001011101100100101100,1009,787,0,<rshift>,1
312,A,6,4,7,7,1000100001101011011001111,1100100001101001011001111,1008,941,1,<rshift>,0
312,A,6,4,7,8,1110000101010011110010010,1100100101010011110010010,1009,853,0,<lshift>,0
312,A,6,4,7,9,0111011000001001011001100,1101011000001001011001100,1008,1317,1,<lshift>,1
312,A,6,4,7,10,0011010000101010110010011,0011010000101011110010010,1007,470,0,<lshift>,0
312,A,6,4,7,11,1101100001001011001010111,1001100001001011001011111,1010,534,1,<rshift>,0
312,A,6,4,7,12,1011111011101001000001010,1010111011101001000001011,1008,422,1,<rshift>,0
312,A,6,4,7,13,0010101000111101010001100,0110100000111101010001100,1007,756,1,<rshift>,0
312,A,6,4,7,14,0011001001111010001001110,1011001001111010001000110,1008,439,1,<rshift>,0
312,A,6,4,7,15,1001101001101111000100001,1010101001101111000100001,1008,1205,1,<lshift>,1
312,A,6,4,7,16,1110001001011000010001110,1110001001111000010000110,1009,553,1,<lshift>,1
312,A,6,4,7,17,1111001000101001001111100,1111001000100001001111101,1009,785,0,<rshift>,1
312,A,6,4,7,18,0010101100011000011001111,1010101100011000011001110,1008,1048,0,<lshift>,0
312,A,6,4,7,19,1111000000001001101001111,1111000000011000101001111,1009,1737,1,<lshift>,1
312,A,6,4,7,20,0001010110011110001011011,0001010110011100101011011,1008,967,0,<lshift>,0
312,A,6,4,7,21,0000001010111100101011011,0000001010111110101011001,1008,1222,1,<lshift>,1
312,A,6,4,7,22,0100010101011110001001101,0100010101011010001001111,1008,1124,1,<lshift>,1
312,A,6,4,7,23,0011000110101100001101110,0011010110101100001001110,1007,857,1,<lshift>,1
312,A,6,4,7,24,1100111000111001011000001,1100111000101001011100001,1009,740,1,<lshift>,1
312,A,6,4,7,25,1101010011100101100000101,1101110011100101000000101,1008,331,1,<rshift>,0
312,A,6,4,7,26,0101011010100100101110001,0001011010100100101110011,1008,1367,0,<rshift>,1
312,A,6,4,7,27,0100101110000010111101000,0000101110100010111101000,1008,627,1,<lshift>,1
312,A,6,4,7,28,0011100011001010101110000,1011100011001010100110000,1008,482,1,<lshift>,1
312,A,6,4,7,29,0100001011111001000111010,0100001011111001001011010,1009,267,1,<rshift>,0
312,A,6,4,7,30,1100011010010010001100110,0100011110010010001100110,1008,278,1,<lshift>,1
312,A,6,4,7,31,0111111010110101000010000,0111101010110101010010000,1007,330,0,<lshift>,0
312,A,6,4,7,32,1010101110100111101010000,1011101110100111100010000,1009,283,1,<lshift>,1
312,A,6,4,7,33,1010000110111000110101011,0110000110111000110101011,1008,1586,1,<lshift>,1
312,A,6,4,7,34,0101010100011011000111010,0101010101011011000011010,1009,403,1,<lshift>,1
312,A,6,4,7,35,0101100100011101010001100,0101100100010101010001101,1007,867,1,<lshift>,1
312,A,7,3,5,1,0100010011100011101100001,0110010011100011101100000,1008,754,1,<lshift>,1
312,A,7,3,5,2,1001100101111110001010000,1001100111111110000010000,1008,912,1,<lshift>,1
312,A,7,3,5,3,1111100000110001001010111,1111100000100001101010111,1007,2045,1,<lshift>,1
312,A,7,3,5,4,1011100100000000001011111,1011000100000100001011111,1008,1198,0,<rshift>,1
312,A,7,3,5,5,1011000111110010111000001,1011000111110010101001001,1006,1138,1,<lshift>,1
312,A,7,3,5,6,0110101000001101010101010,0110111000000101010101010,1008,1931,1,<lshift>,1
312,A,7,3,5,7,1101011010010100010101100,1111001010010100010101100,1008,1512,0,<rshift>,1
312,A,7,3,5,8,1111001011000000110110110,1111001101000000110110110,1007,2322,0,<rshift>,1
312,A,7,3,5,9,1001100011100111010100001,1001101011100110010100001,1008,2474,1,<rshift>,0
312,A,7,3,5,10,0001001001011110110010111,0001001001011110011010111,1007,572,0,<rshift>,1
312,A,7,3,5,11,1001011100010110010101101,1001011100010110010011101,1007,859,0,<rshift>,1
312,A,7,3,5,12,0110010100100011010111001,1110010100100011010101001,1008,1313,1,<rshift>,0
312,A,7,3,5,13,1001011100010101100001011,1000011100010101100011011,1007,548,0,<lshift>,0
312,A,7,3,5,14,0010110100010011000110101,0000110100010011000111101,1007,1369,0,<rshift>,1
312,A,7,3,5,15,1000001001100101100110011,1100000001100101100110011,1007,1422,0,<rshift>,1
312,A,7,3,5,16,1000100011001110010001111,0100100011001110010001111,1008,1113,1,<rshift>,0
312,A,7,3,5,17,1010110100100001001001110,0010111100100001001001110,1007,1559,1,<rshift>,0
312,A,7,3,5,18,0011110010001110000111010,0011110000011110000111010,1008,1651,0,<rshift>,1
312,A,7,3,5,19,0010011001110001010101101,0010011000110001110101101,1008,953,0,<rshift>,1
312,A,7,3,5,20,1111001001000000001111100,1110001001001000001111100,1007,1301,1,<lshift>,1
312,A,7,3,5,21,0011110101000100011110010,0011110001000101011110010,1008,1514,1,<lshift>,1
312,A,7,3,5,22,0110100111101010010110001,0110100111001010011110001,1007,1146,0,<rshift>,1
312,A,7,3,5,23,0111010100100010010001011,0011010100100010010011011,1008,1436,0,<rshift>,1
312,A,7,3,5,24,1010111110010010110000101,1010111111010010110000001,1007,1051,1,<rshift>,0
312,A,7,3,5,25,0100100111110010010101000,1100100111100010010101000,1007,1184,0,<rshift>,1
312,A,7,3,5,26,1101001101110000011110100,1101101001110000011110100,1007,1095,1,<lshift>,1
312,A,7,3,5,27,1001000100110010011011110,1001000100110011001011110,1008,884,0,<rshift>,1
312,A,7,3,5,28,0010110000111010101010111,0010110000111010001011111,1007,1061,0,<rshift>,1
312,A,7,3,5,29,0111011011101000001001010,0111011011101000001100010,1008,1467,0,<rshift>,1
312,A,7,3,5,30,1011010101001001001100101,1011010101000011001100101,1008,1572,0,<rshift>,1
312,A,7,3,5,31,0101001000000110001101111,0101001000001110001101110,1007,1167,0,<rshift>,1
312,A,7,3,5,32,0100100110010100011110001,0100100100010100111110001,1006,1334,1,<lshift>,1
312,A,7,3,5,33,1110000000010111111101100,1110000010000111111101100,1007,969,1,<lshift>,1
312,A,7,3,5,34,0110011101110110000010000,0110011101110010001010000,1006,3181,1,<lshift>,1
312,A,7,3,5,35,1001010100101001111001000,1000010100101001111001010,1007,2507,0,<rshift>,1
312,A,8,1,6,1,0010000000010011110101111,0010000100010011100101111,1007,695,0,<rshift>,1
312,A,8,1,6,2,0000011100111111100010010,0000011110111011100010010,1009,1576,1,<lshift>,1
312,A,8,1,6,3,0101001100111110110000010,0101001110111110110000000,1008,690,0,<rshift>,1
312,A,8,1,6,4,1011101110111101100000000,0111101110111101100000000,1008,1221,0,<rshift>,1
312,A,8,1,6,5,0100101100110000011001111,1100101100100000011001111,1007,736,1,<rshift>,0
312,A,8,1,6,6,1000010011000111110010010,1000011001000111110010010,1008,914,1,<lshift>,1
312,A,8,1,6,7,0111011011100100110100100,0111011010100100110110100,1009,1176,1,<lshift>,1
312,A,8,1,6,8,1010001101100111000010100,1010001101100110000011100,1008,260,0,<rshift>,1
312,A,8,1,6,9,1111100010001001100100110,1111100010001001100110100,1008,1369,1,<lshift>,1
312,A,8,1,6,10,0011100011101001001101001,0111100011100001001101001,1008,610,0,<rshift>,1
312,A,8,1,6,11,1011010011101111100000010,1011010011101111000000011,1008,1236,1,<lshift>,1
312,A,8,1,6,12,0001101011001111000001001,0001001011001111001001001,1008,1731,1,<rshift>,0
312,A,8,1,6,13,0110000110010111110000110,0110000110110111010000110,1008,1269,1,<lshift>,1
312,A,8,1,6,14,0011010100111100011000011,0011010100111010011000011,1008,875,0,<rshift>,1
312,A,8,1,6,15,1101101000000111010101000,1101101000010101010101000,1007,1049,1,<rshift>,0
312,A,8,1,6,16,0010111101101111100100000,0010111011101111100100000,1007,1168,0,<rshift>,1
312,A,8,1,6,17,1001110010110101101000011,1101110010110101100000011,1006,1240,1,<lshift>,1
312,A,8,1,6,18,0110101001001101011101000,0110100001101101011101000,1008,1502,1,<rshift>,0
312,A,8,1,6,19,0000101011001110011001110,0010101011001110011001100,1008,274,1,<rshift>,0
312,A,8,1,6,20,0101100100110001100100110,0101100000110011100100110,1007,1125,1,<rshift>,0
312,A,8,1,6,21,1010100011011110100100010,1110000011011110100100010,1007,248,0,<rshift>,1
312,A,8,1,6,22,0110011100111100000011011,0110011100111000001011011,1007,1303,1,<rshift>,0
312,A,8,1,6,23,1010010011110011111000100,1010011011110011111000000,1008,1049,1,<lshift>,1
312,A,8,1,6,24,0000011100111100011011100,0000011100101100011011110,1007,1123,1,<lshift>,1
312,A,8,1,6,25,1010010000111111000110110,1010010100111011000110110,1008,996,0,<rshift>,1
312,A,8,1,6,26,1011000001011010110110100,1011001001011010110110000,1008,1268,0,<rshift>,1
312,A,8,1,6,27,1100100010010011010010011,0100101010010011010010011,1007,1097,0,<rshift>,1
312,A,8,1,6,28,1000100000111111101010100,0000100000111111111010100,1009,930,0,<rshift>,1
312,A,8,1,6,29,0110011111000001001010010,0111011101000001001010010,1008,887,0,<rshift>,1
312,A,8,1,6,30,1000001100111100001011110,1000001100111000001011111,1008,668,0,<rshift>,1
312,A,8,1,6,31,1110001001000011000101110,1110001001001011000001110,1008,391,0,<rshift>,1
312,A,8,1,6,32,1100001011111111000001100,1100001011111011001001100,1007,359,0,<lshift>,0
312,A,8,1,6,33,1010010111001100001010101,1010000111001100011010101,1009,580,0,<rshift>,1
312,A,8,1,6,34,1000001111011110001000100,1000001011011110001100100,1007,664,1,<rshift>,0
312,A,8,1,6,35,0011011011011010101100001,0010111011011010101100001,1007,771,1,<lshift>,1
312,A,9,4,4,1,0000110001111100100011101,0000010001111100101011101,1008,385,0,<lshift>,0
312,A,9,4,4,2,0100110001101101000011101,0100110100101101000011101,1007,722,1,<rshift>,0
312,A,9,4,4,3,1101110001000001011001110,1101110001000001011101100,1008,420,0,<rshift>,1
312,A,9,4,4,4,1010011010011000100110110,0010011010011000100111110,1007,400,1,<rshift>,0
312,A,9,4,4,5,1011010001101010010011000,1011010000101010010011100,1008,319,0,<rshift>,1
312,A,9,4,4,6,1000011101010001111011010,1000111100010001111011010,1006,882,1,<lshift>,1
312,A,9,4,4,7,1100000100110010111010110,1100001100010010111010110,1008,515,0,<lshift>,0
312,A,9,4,4,8,0001100101111000100101111,0001100111111000100101101,1007,559,0,<rshift>,1
312,A,9,4,4,9,1000001010001010101011101,1000001010011010101010101,1007,854,1,<rshift>,0
312,A,9,4,4,10,0100010001010101111111100,0100000011010101111111100,1006,523,1,<rshift>,0
312,A,9,4,4,11,1001011100011000100110010,1001001110011000100110010,1007,160,0,<rshift>,1
312,A,9,4,4,12,0011101100101010001100111,0011101100100011001100111,1007,2441,1,<rshift>,0
312,A,9,4,4,13,0110001100010110001101100,0110101100010010001101100,1007,399,0,<lshift>,0
312,A,9,4,4,14,1011100001110100010111010,1001100001110110010111010,1006,509,0,<lshift>,0
312,A,9,4,4,15,0010010101011101010110010,0010010101011100010110110,1007,527,1,<rshift>,0
312,A,9,4,4,16,1110001001110000110101101,1110000001110000111101101,1007,316,1,<rshift>,0
312,A,9,4,4,17,0110101101011100000001101,0110101101011101000001100,1008,921,0,<lshift>,0
312,A,9,4,4,18,0101000101010111001001010,0101000101010111000001011,1006,509,1,<lshift>,1
312,A,9,4,4,19,1011011001010011001010001,1011011001010001001011001,1008,550,0,<lshift>,0
312,A,9,4,4,20,1101011100111001000010110,1101011110111000000010110,1007,526,1,<rshift>,0
312,A,9,4,4,21,1011010011101000000001110,0011011011101000000001110,1007,449,0,<rshift>,1
312,A,9,4,4,22,0101011111101011000011000,0001011111101111000011000,1007,655,0,<rshift>,1
312,A,9,4,4,23,1000001000101001100111110,1000001010101000100111110,1006,256,1,<rshift>,0
312,A,9,4,4,24,1011111000011011101001000,1011011000011011101101000,1007,636,0,<rshift>,1
312,A,9,4,4,25,0010111011000101101110000,0010111011100101001110000,1007,962,0,<lshift>,0
312,A,9,4,4,26,1110111010101000110000011,0110111011101000110000011,1006,1146,0,<rshift>,1
312,A,9,4,4,27,1101000100101100110011101,1101010100101100110011100,1007,1399,1,<lshift>,1
312,A,9,4,4,28,1011010110001110010101000,1011000110001110010101001,1007,703,0,<rshift>,1
312,A,9,4,4,29,1111011001100100010010000,1111001001100110010010000,1008,457,1,<rshift>,0
312,A,9,4,4,30,0011111100001010110011010,0011110100011010110011010,1008,7220,1,<rshift>,0
312,A,9,4,4,31,0001010110111100010010111,0001010010111110010010111,1007,420,1,<rshift>,0
312,A,9,4,4,32,1110100110001110001001001,1110100110000110001001101,1008,457,1,<lshift>,1
312,A,9,4,4,33,0000000001011111110010011,0000000001011111010110011,1007,575,1,<rshift>,0
312,A,9,4,4,34,0011011111000100110001011,0011011101000110110001011,1007,277,0,<lshift>,0
312,A,9,4,4,35,1010010100100100111001110,1010010100100010111001110,1008,619,1,<rshift>,0
327,B,1,3,7,1,0110011100101101010010001,0110001100101101010011001,1008,852,1,<lshift>,1
327,B,1,3,7,2,1101001010011101010001000,1101001010010101010001010,1008,572,0,<rshift>,1
327,B,1,3,7,3,1101001111111000100011000,1101011111011000100011000,1007,713,1,<lshift>,1
327,B,1,3,7,4,0101001101111000110001100,0101001111111000110001000,1008,786,1,<lshift>,1
